repo,status,files_changed,additions,deletions,lines_changed,description_length,review_count,comment_count,participants,analysis_time_hours
freeCodeCamp/freeCodeCamp,MERGED,6,18,28,46,796,1,0,1,45.84
freeCodeCamp/freeCodeCamp,MERGED,2,26,26,52,1446,3,0,1,13.776944444444444
freeCodeCamp/freeCodeCamp,MERGED,2,4,1,5,432,1,0,2,38.04
freeCodeCamp/freeCodeCamp,MERGED,1,1,1,2,286,2,1,2,24.849722222222223
freeCodeCamp/freeCodeCamp,MERGED,1,2,2,4,359,1,0,2,1.9783333333333333
freeCodeCamp/freeCodeCamp,MERGED,9,21,21,42,286,1,0,2,18.727777777777774
freeCodeCamp/freeCodeCamp,MERGED,2,30,1,31,1022,1,0,2,3.889166666666666
freeCodeCamp/freeCodeCamp,MERGED,2,10,10,20,1585,3,1,1,1.1397222222222223
freeCodeCamp/freeCodeCamp,MERGED,2,198,198,396,2018,3,1,1,1.137222222222222
freeCodeCamp/freeCodeCamp,MERGED,2,9,9,18,617,3,0,1,4.2175
freeCodeCamp/freeCodeCamp,MERGED,10,93,97,190,887,3,1,2,16.890555555555554
freeCodeCamp/freeCodeCamp,MERGED,1,1,1,2,345,1,1,3,115.39166666666668
freeCodeCamp/freeCodeCamp,MERGED,11,288,38,326,45,1,0,2,8.7
freeCodeCamp/freeCodeCamp,MERGED,3,18,17,35,753,3,2,3,4.138333333333334
freeCodeCamp/freeCodeCamp,MERGED,1,1,1,2,47,1,0,2,2.668333333333333
freeCodeCamp/freeCodeCamp,MERGED,33,2722,1,2723,286,2,0,3,44.401944444444446
freeCodeCamp/freeCodeCamp,MERGED,1,1,20,21,270,1,0,2,4.497777777777777
freeCodeCamp/freeCodeCamp,MERGED,1,1,1,2,270,1,0,2,9.563611111111111
freeCodeCamp/freeCodeCamp,MERGED,2,15,15,30,2196,3,0,1,9.048333333333334
freeCodeCamp/freeCodeCamp,MERGED,2,10,10,20,3016,3,1,1,11.105277777777776
sindresorhus/awesome,CLOSED,1,1,0,1,7028,2,11,10,923.3030555555556
sindresorhus/awesome,CLOSED,1,1,0,1,764,3,10,7,1435.9283333333333
sindresorhus/awesome,CLOSED,1,1,0,1,3740,4,10,9,2661.4466666666667
sindresorhus/awesome,CLOSED,1,1,0,1,7147,1,3,4,1102.6869444444444
sindresorhus/awesome,CLOSED,3,3,1,4,7301,2,17,5,19613.494444444445
sindresorhus/awesome,CLOSED,1,1,0,1,8947,1,12,5,176.74527777777777
sindresorhus/awesome,CLOSED,1,1,0,1,2835,3,7,6,351.5230555555556
sindresorhus/awesome,CLOSED,1,1,0,1,7389,1,5,4,514.0461111111111
sindresorhus/awesome,CLOSED,1,1,0,1,1464,2,1,5,5.734166666666667
sindresorhus/awesome,CLOSED,1,1,0,1,3280,3,4,6,317.5080555555556
sindresorhus/awesome,CLOSED,1,1,0,1,927,2,5,6,188.7513888888889
sindresorhus/awesome,CLOSED,1,1,1,2,2967,2,3,5,350.12055555555554
sindresorhus/awesome,CLOSED,1,1,0,1,753,2,5,7,482.4036111111111
sindresorhus/awesome,CLOSED,1,1,0,1,1272,3,4,4,879.2544444444444
sindresorhus/awesome,CLOSED,1,2,0,2,1411,1,8,8,897.8080555555556
sindresorhus/awesome,CLOSED,1,1,1,2,6752,2,5,5,846.0083333333333
sindresorhus/awesome,CLOSED,1,1,0,1,7307,3,11,11,7713.429166666667
sindresorhus/awesome,CLOSED,1,1,0,1,7173,4,7,9,3553.855833333333
sindresorhus/awesome,CLOSED,1,1,0,1,7344,8,5,11,3045.3083333333334
sindresorhus/awesome,CLOSED,1,1,0,1,67,1,4,5,577.8983333333333
codecrafters-io/build-your-own-x,CLOSED,1,1,0,1,79,1,0,2,5928.261666666666
codecrafters-io/build-your-own-x,CLOSED,1,1,0,1,411,1,1,3,484.38666666666666
codecrafters-io/build-your-own-x,CLOSED,8,446,0,446,11,1,1,2,198.91027777777776
codecrafters-io/build-your-own-x,MERGED,1,0,1,1,140,1,2,3,7893.999166666666
codecrafters-io/build-your-own-x,CLOSED,1,1,0,1,72,1,6,3,30912.194166666668
codecrafters-io/build-your-own-x,MERGED,1,2,1,3,11,1,1,3,4482.398888888889
codecrafters-io/build-your-own-x,MERGED,1,3,0,3,404,1,2,2,8283.408333333333
codecrafters-io/build-your-own-x,MERGED,1,1,0,1,278,2,2,2,8055.775833333333
codecrafters-io/build-your-own-x,MERGED,1,5,0,5,1250,1,9,3,7219.118333333333
codecrafters-io/build-your-own-x,MERGED,1,6,0,6,68,1,2,2,5530.331111111111
codecrafters-io/build-your-own-x,CLOSED,4,119,425,544,436,1,1,3,2179.6286111111112
codecrafters-io/build-your-own-x,MERGED,1,2,1,3,0,1,1,3,34.995555555555555
codecrafters-io/build-your-own-x,CLOSED,1,1,0,1,58,1,0,2,22678.33638888889
codecrafters-io/build-your-own-x,CLOSED,1,9,8,17,584,1,3,2,755.9930555555555
codecrafters-io/build-your-own-x,CLOSED,1,0,5,5,138,1,4,3,24.761388888888888
codecrafters-io/build-your-own-x,CLOSED,0,0,0,0,206,1,0,2,53080.57166666666
codecrafters-io/build-your-own-x,CLOSED,2,117,0,117,0,1,4,4,93.49138888888888
codecrafters-io/build-your-own-x,CLOSED,1,131,23,154,206,1,0,2,32381.1275
codecrafters-io/build-your-own-x,CLOSED,1,1,0,1,316,1,3,1,2031.9975
codecrafters-io/build-your-own-x,MERGED,1,1,0,1,91,2,1,3,7.708611111111111
openclaw/openclaw,MERGED,13,229,4,233,8072,1,6,3,670.3722222222223
openclaw/openclaw,CLOSED,3,18,0,18,791,1,2,1,3.0191666666666666
openclaw/openclaw,CLOSED,1,69,0,69,2689,1,4,1,4.425555555555556
openclaw/openclaw,CLOSED,2,3,1,4,283,1,3,1,72.95444444444445
openclaw/openclaw,MERGED,1,2,0,2,294,1,3,3,1.2125
openclaw/openclaw,CLOSED,3,52,0,52,2478,4,3,2,1055.506666666667
openclaw/openclaw,CLOSED,3,151,6,157,733,6,4,1,510.3666666666667
openclaw/openclaw,CLOSED,4,818,0,818,6219,7,3,3,5.243611111111111
openclaw/openclaw,CLOSED,2,28,0,28,1109,2,2,2,630.7080555555556
openclaw/openclaw,CLOSED,6,409,0,409,2497,2,2,3,616.8775
openclaw/openclaw,CLOSED,3,453,0,453,567,2,2,2,55.40972222222222
openclaw/openclaw,CLOSED,1,19,0,19,1479,1,3,2,54.841388888888886
openclaw/openclaw,CLOSED,4,448,1,449,4889,6,2,2,900.2452777777778
openclaw/openclaw,CLOSED,1,5,0,5,893,1,2,2,833.4577777777778
openclaw/openclaw,CLOSED,1,7,3,10,1358,1,2,2,827.4227777777778
openclaw/openclaw,CLOSED,2,6,1,7,906,2,2,2,795.4683333333334
openclaw/openclaw,CLOSED,4,325,0,325,216,8,2,2,810.9763888888889
openclaw/openclaw,CLOSED,2,48,203,251,315,2,2,2,876.7591666666667
openclaw/openclaw,CLOSED,26,764,399,1163,1810,3,2,2,729.1458333333334
openclaw/openclaw,CLOSED,15,1435,71,1506,4582,14,3,3,709.9319444444444
EbookFoundation/free-programming-books,MERGED,1,1,1,2,3754,1,1,2,104.87138888888887
EbookFoundation/free-programming-books,CLOSED,2,170,0,170,845,1,1,3,7.961388888888889
EbookFoundation/free-programming-books,CLOSED,1,1843,2085,3928,1194,1,8,3,3996.992222222222
EbookFoundation/free-programming-books,CLOSED,1,2,0,2,612,2,0,2,43.84
EbookFoundation/free-programming-books,MERGED,1,0,1,1,674,1,0,3,122.38805555555555
EbookFoundation/free-programming-books,MERGED,1,1,0,1,961,1,1,2,127.45138888888889
EbookFoundation/free-programming-books,MERGED,1,7,1,8,956,2,1,3,26.67527777777778
EbookFoundation/free-programming-books,MERGED,1,9,2,11,1202,4,4,3,556.9463888888889
EbookFoundation/free-programming-books,MERGED,1,1,0,1,738,1,2,2,71.93583333333333
EbookFoundation/free-programming-books,CLOSED,1,1,1,2,930,1,6,3,3632.7080555555553
EbookFoundation/free-programming-books,MERGED,1,0,7,7,120,1,1,2,117.35222222222222
EbookFoundation/free-programming-books,CLOSED,1,1,1,2,61,1,0,2,55.14611111111111
EbookFoundation/free-programming-books,MERGED,3,3,3,6,3494,1,1,2,150.63166666666666
EbookFoundation/free-programming-books,MERGED,1,1,1,2,3928,1,1,2,150.62444444444444
EbookFoundation/free-programming-books,CLOSED,1,6,5,11,750,1,6,2,2348.145
EbookFoundation/free-programming-books,MERGED,1,1,1,2,896,1,1,2,49.88861111111111
EbookFoundation/free-programming-books,CLOSED,1,1,0,1,208,2,5,2,2346.748888888889
EbookFoundation/free-programming-books,CLOSED,3,5,4,9,845,4,3,2,2497.464722222222
EbookFoundation/free-programming-books,CLOSED,1,1,0,1,1002,2,3,2,2497.0825
EbookFoundation/free-programming-books,CLOSED,1,28,3,31,845,1,2,2,2263.365
donnemartin/system-design-primer,CLOSED,3,12,0,12,138,2,0,3,26921.59972222222
donnemartin/system-design-primer,MERGED,1,1,1,2,180,1,1,2,3749.758611111111
donnemartin/system-design-primer,MERGED,1,1,1,2,119,2,3,4,1500.6177777777775
donnemartin/system-design-primer,MERGED,1,1,1,2,115,2,2,2,3368.1325
donnemartin/system-design-primer,MERGED,1,1,1,2,88,2,1,3,1737.4119444444443
donnemartin/system-design-primer,CLOSED,1,1,1,2,291,1,0,2,5850.678888888889
donnemartin/system-design-primer,CLOSED,1,7,6,13,291,2,1,3,4365.0225
donnemartin/system-design-primer,CLOSED,1,4,1,5,291,1,0,2,80.79472222222222
donnemartin/system-design-primer,CLOSED,1,0,0,0,291,1,0,2,255.735
donnemartin/system-design-primer,CLOSED,1,70,0,70,291,1,1,3,1741.0419444444444
donnemartin/system-design-primer,MERGED,1,1,1,2,122,1,1,3,104.06361111111111
donnemartin/system-design-primer,MERGED,1,1,1,2,926,1,1,2,399.5488888888889
donnemartin/system-design-primer,CLOSED,1,2,2,4,49,1,0,3,31818.506666666668
donnemartin/system-design-primer,CLOSED,1,5,5,10,364,4,1,6,26318.520277777778
donnemartin/system-design-primer,CLOSED,1,2,2,4,248,1,0,3,6407.358888888889
donnemartin/system-design-primer,CLOSED,1,2,1,3,90,1,0,3,42213.50083333333
donnemartin/system-design-primer,CLOSED,4,7,7,14,291,1,0,3,30883.696111111112
donnemartin/system-design-primer,MERGED,4,4,4,8,121,2,1,3,7689.818333333334
donnemartin/system-design-primer,MERGED,1,2,2,4,206,1,1,2,273.425
donnemartin/system-design-primer,MERGED,1,1,1,2,175,3,1,4,1375.316388888889
jwasham/coding-interview-university,CLOSED,1,1,0,1,1,1,0,2,2548.818333333333
jwasham/coding-interview-university,CLOSED,2,2007,0,2007,24,2,2,4,7830.350555555556
jwasham/coding-interview-university,CLOSED,1,0,3,3,12,2,2,2,4.170277777777778
jwasham/coding-interview-university,CLOSED,1,259,255,514,0,7,6,7,39955.85111111112
jwasham/coding-interview-university,CLOSED,1,86,77,163,14,3,2,5,57099.00111111111
jwasham/coding-interview-university,CLOSED,1,39,9,48,106,2,12,6,61474.47972222222
jwasham/coding-interview-university,MERGED,1,0,1,1,0,1,1,3,20.435277777777777
jwasham/coding-interview-university,CLOSED,1,1247,1128,2375,161,1,1,3,11.002777777777778
jwasham/coding-interview-university,MERGED,27,27,27,54,77,1,0,3,32.02972222222222
jwasham/coding-interview-university,MERGED,1,1,0,1,249,1,1,3,7.785
jwasham/coding-interview-university,CLOSED,1,10,10,20,0,1,1,3,7.830833333333333
jwasham/coding-interview-university,MERGED,1,2,1,3,67,2,1,2,35.43138888888889
jwasham/coding-interview-university,MERGED,1,1,0,1,135,1,2,2,15.274722222222222
jwasham/coding-interview-university,MERGED,0,0,0,0,53,1,3,2,531.3944444444444
jwasham/coding-interview-university,MERGED,1,316,352,668,154,2,3,2,54.13166666666667
jwasham/coding-interview-university,CLOSED,1,7,4,11,0,1,2,3,4.425277777777778
jwasham/coding-interview-university,MERGED,25,47,25,72,0,2,3,3,113.10583333333334
jwasham/coding-interview-university,CLOSED,1,3,1,4,0,1,0,2,295.58694444444444
jwasham/coding-interview-university,MERGED,1,39,39,78,76,1,2,3,1272.9166666666667
jwasham/coding-interview-university,MERGED,1,1776,1550,3326,290,1,3,2,19.58333333333333
vinta/awesome-python,MERGED,1,1,0,1,531,1,0,2,23.659166666666668
vinta/awesome-python,MERGED,1,1,0,1,1118,1,1,3,210.08416666666668
vinta/awesome-python,CLOSED,1,1,0,1,691,1,1,3,24.229444444444443
vinta/awesome-python,CLOSED,1,1,0,1,500,1,2,4,64.96916666666667
vinta/awesome-python,MERGED,1,7,0,7,1174,1,0,2,3.366388888888889
vinta/awesome-python,MERGED,1,1,0,1,541,2,0,3,4.751944444444445
vinta/awesome-python,MERGED,1,7,0,7,1997,3,2,3,69.37083333333334
vinta/awesome-python,MERGED,1,1,0,1,1778,1,0,2,14.896944444444443
vinta/awesome-python,MERGED,1,1,0,1,332,4,3,4,55.214444444444446
vinta/awesome-python,CLOSED,1,1,0,1,340,1,1,3,54.68666666666667
vinta/awesome-python,MERGED,1,1,0,1,2561,1,0,2,32.790277777777774
vinta/awesome-python,MERGED,1,1,0,1,851,1,0,2,13.429444444444444
vinta/awesome-python,MERGED,1,4,0,4,1159,2,4,4,273.2919444444444
vinta/awesome-python,MERGED,1,1,0,1,248,3,3,2,29.971944444444443
vinta/awesome-python,CLOSED,1,6,0,6,680,1,1,2,12.163611111111113
vinta/awesome-python,CLOSED,1,2,2,4,154,2,7,2,92.05222222222224
vinta/awesome-python,MERGED,1,1,0,1,292,1,0,2,15.328611111111112
vinta/awesome-python,MERGED,2,6,6,12,3411,1,1,3,25.510555555555555
vinta/awesome-python,MERGED,1,1,0,1,308,1,0,2,2.9697222222222224
vinta/awesome-python,MERGED,1,1,0,1,2747,2,4,2,15.014444444444443
nilbuild/developer-roadmap,MERGED,1,3,0,3,823,1,0,3,89.11416666666666
nilbuild/developer-roadmap,MERGED,46,231,41,272,2554,1,1,3,87.5
nilbuild/developer-roadmap,MERGED,1,1,1,2,0,1,0,3,38.592777777777776
nilbuild/developer-roadmap,MERGED,10,2104,0,2104,1031,1,1,3,1530.5713888888888
nilbuild/developer-roadmap,CLOSED,2,45,41,86,714,14,0,2,17.858055555555556
nilbuild/developer-roadmap,MERGED,13,60,11,71,1939,1,2,3,2.7469444444444444
nilbuild/developer-roadmap,MERGED,15,53,9,62,2026,1,1,3,3.1108333333333333
nilbuild/developer-roadmap,MERGED,10,32,7,39,1124,1,1,3,2.833055555555556
nilbuild/developer-roadmap,CLOSED,1,99,0,99,0,1,2,4,39.23638888888889
nilbuild/developer-roadmap,CLOSED,86,9594,536,10130,0,1,1,3,44.26694444444445
nilbuild/developer-roadmap,MERGED,1,3,1,4,53,1,0,3,722.1605555555556
nilbuild/developer-roadmap,MERGED,1,3,1,4,62,1,1,4,794.005
nilbuild/developer-roadmap,MERGED,1,3,1,4,69,1,0,3,794.1341666666667
nilbuild/developer-roadmap,MERGED,1,4,1,5,0,1,0,3,721.7786111111111
nilbuild/developer-roadmap,MERGED,1,3,1,4,73,1,0,3,794.1105555555556
nilbuild/developer-roadmap,MERGED,1,3,0,3,84,1,0,3,692.9152777777778
nilbuild/developer-roadmap,MERGED,1,4,1,5,47,1,0,3,687.3241666666667
nilbuild/developer-roadmap,MERGED,1,3,1,4,61,1,0,3,764.7188888888888
nilbuild/developer-roadmap,MERGED,1,5,1,6,66,1,0,3,765.1755555555555
nilbuild/developer-roadmap,MERGED,1,1,0,1,0,1,0,3,765.1944444444445
public-apis/public-apis,CLOSED,1,4,2,6,514,1,0,2,12199.288055555557
public-apis/public-apis,CLOSED,8,13213,0,13213,1164,2,0,2,6020.969444444445
public-apis/public-apis,MERGED,1,1,0,1,458,1,2,4,98.75805555555556
public-apis/public-apis,CLOSED,1,1,1,2,60,2,0,3,2277.652222222222
public-apis/public-apis,CLOSED,1,1,0,1,514,1,2,2,307.16277777777776
public-apis/public-apis,CLOSED,1,1,0,1,580,2,0,3,15173.56111111111
public-apis/public-apis,CLOSED,1,0,1,1,676,1,1,1,29265.15388888889
public-apis/public-apis,CLOSED,1,1,0,1,515,1,2,2,20129.30138888889
public-apis/public-apis,CLOSED,1,1,1,2,376,1,0,2,1596.0283333333334
public-apis/public-apis,CLOSED,1,2,2,4,501,2,3,2,1169.6786111111112
public-apis/public-apis,CLOSED,1,1,1,2,540,2,0,3,13529.093055555555
public-apis/public-apis,CLOSED,1,1,0,1,514,1,1,2,15644.22361111111
public-apis/public-apis,CLOSED,1,1,0,1,1439,1,0,2,2038.763333333333
public-apis/public-apis,CLOSED,2,271,214,485,514,2,1,11,2951.5619444444446
public-apis/public-apis,CLOSED,1,0,1,1,170,1,0,1,19622.5575
public-apis/public-apis,CLOSED,1,0,1,1,59,1,0,2,22974.485555555555
public-apis/public-apis,CLOSED,1,1,0,1,514,1,0,2,467.4486111111111
public-apis/public-apis,MERGED,2,347,248,595,514,4,0,7,1097.9458333333334
public-apis/public-apis,CLOSED,1,1,1,2,514,1,0,2,1208.5877777777778
public-apis/public-apis,CLOSED,1,1,0,1,514,1,0,2,38.72611111111111
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,1,2447,4,6,9,204.50472222222223
awesome-selfhosted/awesome-selfhosted,CLOSED,2,4,1,5,2442,15,3,1,5808.610555555556
awesome-selfhosted/awesome-selfhosted,MERGED,2,5,1,6,274,6,2,4,411.4425
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,1,409,1,0,2,52.543055555555554
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,1,2,54,1,0,2,11.187777777777775
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,1,70,1,0,2,100.38638888888887
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,1,391,2,0,3,52.3225
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,1,401,1,0,2,52.51555555555556
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,1,2,264,1,1,2,239.08666666666667
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,1,2403,2,2,1,430.9066666666667
awesome-selfhosted/awesome-selfhosted,MERGED,1,236,236,472,2717,2,3,1,128.46333333333334
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,1,2447,1,4,4,2521.606388888889
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,1,2403,1,1,3,777.1161111111111
awesome-selfhosted/awesome-selfhosted,MERGED,1,49,49,98,147,5,0,3,3.0308333333333333
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,1,2,0,1,0,3,4.575
awesome-selfhosted/awesome-selfhosted,CLOSED,1,0,1,1,502,1,8,4,261.1561111111111
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,1,2307,4,3,3,260.755
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,1,2447,1,1,3,19.905833333333334
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,1,2067,1,0,2,1099.565
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,1,2385,2,18,7,5891.643055555555
facebook/react,CLOSED,4,110,5,115,217,1,2,2,3970.587777777778
facebook/react,MERGED,24,1733,23,1756,837,1,2,3,239.73638888888888
facebook/react,MERGED,6,115,59,174,369,5,3,5,40.52472222222222
facebook/react,MERGED,3,81,2,83,226,6,7,10,2648.5716666666667
facebook/react,CLOSED,1,29,2,31,903,2,1,2,289.4033333333333
facebook/react,MERGED,1,136,148,284,154,1,1,3,3.873055555555556
facebook/react,CLOSED,3,59,7,66,677,5,13,6,68.15083333333334
facebook/react,MERGED,7,190,47,237,977,10,25,3,3.451388888888889
facebook/react,MERGED,2,165,1,166,2241,4,9,4,911.9908333333332
facebook/react,MERGED,5,45,0,45,1226,7,1,5,600.2208333333333
facebook/react,CLOSED,1,92,0,92,44,1,2,3,17284.245555555557
facebook/react,MERGED,2,94,1,95,252,1,1,4,1039.5475
facebook/react,MERGED,5,257,5,262,748,1,1,4,1039.6144444444444
facebook/react,MERGED,2,24,10,34,737,1,1,4,47.5175
facebook/react,MERGED,1,0,4,4,649,1,1,4,7.639166666666667
facebook/react,MERGED,3,18,5,23,750,1,1,4,343.2438888888889
facebook/react,MERGED,2,3,0,3,650,1,1,4,168.285
facebook/react,MERGED,3,101,1,102,583,1,1,4,2.4766666666666666
facebook/react,CLOSED,2,45,0,45,1841,1,6,4,2554.92
facebook/react,MERGED,3,10,3,13,104,2,2,6,1.4944444444444445
TheAlgorithms/Python,CLOSED,1,111,0,111,1128,2,0,3,245.55027777777775
TheAlgorithms/Python,CLOSED,1,67,0,67,1128,1,1,2,245.55
TheAlgorithms/Python,CLOSED,1,98,0,98,1128,2,1,3,245.52916666666667
TheAlgorithms/Python,CLOSED,1,182,0,182,1115,9,3,2,3058.6575
TheAlgorithms/Python,CLOSED,1,473,0,473,1114,2,0,0,5862.536111111112
TheAlgorithms/Python,CLOSED,1,66,0,66,1327,1,3,2,42.91666666666666
TheAlgorithms/Python,CLOSED,2,82,3,85,1368,1,3,2,42.94833333333333
TheAlgorithms/Python,CLOSED,1,60,23,83,1334,1,3,2,43.01083333333333
TheAlgorithms/Python,MERGED,1,5,1,6,434,2,0,3,391.7597222222222
TheAlgorithms/Python,MERGED,1,1,1,2,1158,2,0,3,237.8705555555556
TheAlgorithms/Python,CLOSED,1,341,0,341,1280,2,0,2,124.52361111111112
TheAlgorithms/Python,CLOSED,2,46,200,246,1099,1,4,3,881.7655555555556
TheAlgorithms/Python,MERGED,1,0,6,6,1309,1,0,2,21.1275
TheAlgorithms/Python,MERGED,2,6,6,12,173,1,0,1,2.671388888888889
TheAlgorithms/Python,CLOSED,1,5,0,5,1245,1,1,2,2756.967222222222
TheAlgorithms/Python,CLOSED,1,30,0,30,1255,3,0,2,2217.9211111111117
TheAlgorithms/Python,CLOSED,1,58,2,60,751,1,0,2,663.1297222222222
TheAlgorithms/Python,MERGED,15,49,42,91,1377,2,9,4,726.3883333333333
TheAlgorithms/Python,CLOSED,1,97,0,97,1397,1,0,1,313.9377777777778
TheAlgorithms/Python,CLOSED,6,9,7,16,1336,1,0,2,5.163611111111111
practical-tutorials/project-based-learning,MERGED,1,1,1,2,1043,2,1,3,1353.3180555555557
practical-tutorials/project-based-learning,MERGED,1,8,0,8,560,1,1,3,792.2908333333334
practical-tutorials/project-based-learning,MERGED,1,18,1,19,707,2,3,4,1356.8827777777778
practical-tutorials/project-based-learning,MERGED,1,1,0,1,38,1,1,4,664.9447222222223
practical-tutorials/project-based-learning,CLOSED,1,2,0,2,195,1,0,2,1073.6038888888888
practical-tutorials/project-based-learning,CLOSED,1,1,0,1,913,1,2,2,5690.794722222222
practical-tutorials/project-based-learning,CLOSED,1,2,0,2,901,1,0,2,7508.775277777778
practical-tutorials/project-based-learning,CLOSED,1,14,0,14,954,1,4,3,5202.192777777777
practical-tutorials/project-based-learning,CLOSED,1,1,0,1,1658,1,1,3,1720.36
practical-tutorials/project-based-learning,CLOSED,1,4,0,4,591,1,1,3,3931.9822222222224
practical-tutorials/project-based-learning,MERGED,1,17,0,17,119,1,0,2,8.677777777777777
practical-tutorials/project-based-learning,MERGED,1,9,1,10,70,1,0,2,24.40055555555556
practical-tutorials/project-based-learning,MERGED,1,1,1,2,643,1,0,2,24652.977777777774
practical-tutorials/project-based-learning,CLOSED,1,21,0,21,507,1,3,3,10259.715555555556
practical-tutorials/project-based-learning,CLOSED,1,4,0,4,458,1,1,3,16967.105
practical-tutorials/project-based-learning,CLOSED,1,1,0,1,573,1,1,3,16395.970833333333
practical-tutorials/project-based-learning,CLOSED,1,1,0,1,565,2,4,5,16066.257222222222
practical-tutorials/project-based-learning,CLOSED,1,21,0,21,127,1,1,3,16094.121388888889
practical-tutorials/project-based-learning,MERGED,1,8,0,8,489,1,0,3,11248.124166666666
practical-tutorials/project-based-learning,CLOSED,1,1,0,1,569,1,1,3,8647.316111111111
996icu/996.ICU,MERGED,4,1,0,1,11,1,0,3,5396.933611111112
996icu/996.ICU,MERGED,1,1,0,1,0,1,0,3,12.134166666666667
996icu/996.ICU,MERGED,1,1,1,2,222,1,1,4,5059.503333333333
996icu/996.ICU,CLOSED,1,8,0,8,69,31,446,170,655.6125
996icu/996.ICU,CLOSED,1,4,0,4,615,2,82,64,118.98416666666668
996icu/996.ICU,CLOSED,1,1,1,2,840,1,37,26,15.365555555555556
996icu/996.ICU,CLOSED,1,10,0,10,173,1,0,3,4879.205833333333
996icu/996.ICU,CLOSED,10,70,69,139,123,1,7,9,11145.679444444444
996icu/996.ICU,CLOSED,1,1,0,1,2,1,8,10,11816.224444444444
996icu/996.ICU,CLOSED,1,16,0,16,19,2,2,4,19.77861111111111
996icu/996.ICU,CLOSED,3,29,0,29,23,5,589,277,165.4386111111111
996icu/996.ICU,CLOSED,1,1,0,1,321,3,4,5,124.20722222222224
996icu/996.ICU,CLOSED,1,0,1,1,0,1,18,18,7891.131111111111
996icu/996.ICU,MERGED,1,1,0,1,0,1,1,3,15304.858888888888
996icu/996.ICU,CLOSED,1,1,0,1,0,1,2,5,10954.152222222225
996icu/996.ICU,MERGED,3,1,0,1,16,1,2,5,9547.995
996icu/996.ICU,MERGED,1,1,1,2,15,1,4,6,9257.353055555555
996icu/996.ICU,MERGED,1,1,0,1,120,1,3,4,9348.8275
996icu/996.ICU,CLOSED,1,1,0,1,52,1,1,3,4019.659444444445
996icu/996.ICU,MERGED,2,1,0,1,69,1,1,3,3731.481944444444
trimstray/the-book-of-secret-knowledge,MERGED,1,1,0,1,66,1,2,5,3032.47
trimstray/the-book-of-secret-knowledge,MERGED,1,1,0,1,66,6,2,10,3032.4
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,0,1,1034,2,2,4,305.45472222222224
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,0,1,325,1,0,2,15.012777777777778
trimstray/the-book-of-secret-knowledge,MERGED,1,18,4,22,78,32,7,30,3.109444444444444
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,0,1,106,4,3,5,650.8477777777778
trimstray/the-book-of-secret-knowledge,CLOSED,11,2480,10,2490,1849,10,3,7,244.945
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,0,1,707,3,1,4,391.79583333333335
trimstray/the-book-of-secret-knowledge,CLOSED,1,3,0,3,1015,11,1,10,24454.514166666668
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,1,2,49,7,1,8,782.8705555555556
trimstray/the-book-of-secret-knowledge,CLOSED,2,4,1,5,268,16,6,14,8518.661666666667
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,0,1,179,3,0,4,7557.43
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,1,2,167,5,3,8,3982.4552777777776
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,1,2,52,4,0,4,1024.5358333333334
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,1,2,145,2,0,3,1654.2497222222223
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,0,1,1037,7,7,12,18158.279444444444
trimstray/the-book-of-secret-knowledge,CLOSED,3,5,3,8,0,2,0,2,14697.731944444444
trimstray/the-book-of-secret-knowledge,CLOSED,1,1,1,2,17,8,1,9,9239.241666666669
trimstray/the-book-of-secret-knowledge,MERGED,1,1,1,2,44,2,0,4,1457.3108333333332
trimstray/the-book-of-secret-knowledge,MERGED,1,1,0,1,59,1,2,3,11.75361111111111
trekhleb/javascript-algorithms,MERGED,6,74,11,85,739,1,6,4,52976.23694444444
trekhleb/javascript-algorithms,CLOSED,2,40,0,40,223,1,1,3,64341.17444444444
trekhleb/javascript-algorithms,CLOSED,1,73,24,97,15,1,0,2,167.9261111111111
trekhleb/javascript-algorithms,CLOSED,1,3,3,6,258,2,1,3,815.0441666666667
trekhleb/javascript-algorithms,CLOSED,7,87,120,207,273,1,3,2,30636.12055555556
